County,Year-Month,Value,AQI,Pollutant
Tuolumne.1243,12/1/2017,0.012824,70,44201
Ventura.163,1/1/2017,0.020353,32,44201
Ventura.243,2/1/2017,0.027294,32,44201
Ventura.343,3/1/2017,0.027412,35,44201
Ventura.443,4/1/2017,0.034824,40,44201
Ventura.543,5/1/2017,0.031353,35,44201
Ventura.643,6/1/2017,0.025529,31,44201
Ventura.743,7/1/2017,0.025059,38,44201
Ventura.843,8/1/2017,0.026647,47,44201
Ventura.943,9/1/2017,0.028412,42,44201
Ventura.1043,10/1/2017,0.026706,47,44201
Ventura.1143,11/1/2017,0.018235,35,44201
Ventura.1243,12/1/2017,0.012182,64,44201
Yolo.163,1/1/2017,0.021294,30,44201
Yolo.243,2/1/2017,0.0279705,33,44201
Yolo.343,3/1/2017,0.028294,35,44201
Yolo.443,4/1/2017,0.035147,40,44201
Yolo.543,5/1/2017,0.031941,36,44201
Yolo.643,6/1/2017,0.026588,31,44201
Yolo.743,7/1/2017,0.027294,37,44201
Yolo.843,8/1/2017,0.028529,47,44201
Yolo.943,9/1/2017,0.029529,41,44201
Yolo.1043,10/1/2017,0.027294,45,44201
Yolo.1143,11/1/2017,0.018824,34.5,44201
Yolo.1243,12/1/2017,0.012824,63,44201
Yuba.163,1/1/2017,0.020529,33,44201
Yuba.243,2/1/2017,0.027353,32,44201
Yuba.343,3/1/2017,0.027412,35,44201
Yuba.443,4/1/2017,0.0349705,40,44201
Yuba.543,5/1/2017,0.031412,35,44201
Yuba.643,6/1/2017,0.025588,31,44201
Yuba.743,7/1/2017,0.0252055,38,44201
Yuba.843,8/1/2017,0.0269115,47,44201
Yuba.943,9/1/2017,0.028467,41,44201
Yuba.1043,10/1/2017,0.026706,47,44201
Yuba.1143,11/1/2017,0.018353,35,44201
Yuba.1243,12/1/2017,0.012353,65,44201
Alameda.173,1/1/2017,7,31,81102
Alameda.253,2/1/2017,8,32,81102
Alameda.353,3/1/2017,12,34,81102
Alameda.453,4/1/2017,13,40,81102
Alameda.553,5/1/2017,21,35,81102
Alameda.653,6/1/2017,23,30,81102
Alameda.753,7/1/2017,27,37,81102
Alameda.853,8/1/2017,33,47,81102
Alameda.953,9/1/2017,33,41,81102
Alameda.1053,10/1/2017,52.5,48.5,81102
Alameda.1153,11/1/2017,14,34,81102
Alameda.1253,12/1/2017,26,64,81102
Alpine.173,1/1/2017,8,32,81102
Alpine.253,2/1/2017,8,32,81102
Alpine.353,3/1/2017,14,35,81102
Alpine.453,4/1/2017,13,40,81102
Alpine.553,5/1/2017,16.5,35,81102
Alpine.653,6/1/2017,18,31,81102
Alpine.753,7/1/2017,24,37,81102
Alpine.853,8/1/2017,28,47,81102
Alpine.953,9/1/2017,26.5,41,81102
Alpine.1053,10/1/2017,29,47,81102
Alpine.1153,11/1/2017,12,35,81102
Alpine.1253,12/1/2017,23,65,81102
Amador.173,1/1/2017,8,32,81102
Amador.253,2/1/2017,7,32,81102
Amador.353,3/1/2017,13,35,81102
Amador.453,4/1/2017,12,40,81102
Amador.553,5/1/2017,17,35,81102
Amador.653,6/1/2017,18,30,81102
Amador.753,7/1/2017,24,38,81102
Amador.853,8/1/2017,28,47.5,81102
Amador.953,9/1/2017,26,42,81102
Amador.1053,10/1/2017,30,47,81102
Amador.1153,11/1/2017,13,35,81102
Amador.1253,12/1/2017,24,65,81102
Butte.173,1/1/2017,7,33,81102
Butte.253,2/1/2017,8,32,81102
Butte.353,3/1/2017,12,35,81102
Butte.453,4/1/2017,13,40,81102
Butte.553,5/1/2017,21,35,81102
Butte.653,6/1/2017,23,31,81102
Butte.753,7/1/2017,27,37,81102
Butte.853,8/1/2017,33,48,81102
Butte.953,9/1/2017,32,41,81102
Butte.1053,10/1/2017,52.5,48.5,81102
Butte.1153,11/1/2017,14,38,81102
Butte.1253,12/1/2017,26,67,81102
Calaveras.173,1/1/2017,8,33,81102
Calaveras.253,2/1/2017,8,32,81102
Calaveras.353,3/1/2017,14,35,81102
Calaveras.453,4/1/2017,13,40,81102
Calaveras.553,5/1/2017,16.5,35,81102
Calaveras.653,6/1/2017,18,31,81102
Calaveras.753,7/1/2017,24,38,81102
Calaveras.853,8/1/2017,28,48,81102
Calaveras.953,9/1/2017,26.5,41,81102
Calaveras.1053,10/1/2017,29,47,81102
Calaveras.1153,11/1/2017,12,36,81102
Calaveras.1253,12/1/2017,23,66,81102
Colusa.173,1/1/2017,8,33,81102
Colusa.253,2/1/2017,7,32,81102
Colusa.353,3/1/2017,13,35,81102
Colusa.453,4/1/2017,12,40,81102
Colusa.553,5/1/2017,17,35,81102
Colusa.653,6/1/2017,18,31,81102
Colusa.753,7/1/2017,24,38,81102
Colusa.853,8/1/2017,28,48,81102
Colusa.953,9/1/2017,26,41,81102
Colusa.1053,10/1/2017,30,47,81102
Colusa.1153,11/1/2017,13,36,81102
Colusa.1253,12/1/2017,24,66,81102
Contra Costa.173,1/1/2017,8,30,81102
Contra Costa.253,2/1/2017,7,33,81102
Contra Costa.353,3/1/2017,14,35,81102
Contra Costa.453,4/1/2017,12,40,81102
Contra Costa.553,5/1/2017,16,36,81102
Contra Costa.653,6/1/2017,17,31,81102
Contra Costa.753,7/1/2017,23,37,81102
Contra Costa.853,8/1/2017,26,47,81102
Contra Costa.953,9/1/2017,25,41,81102
Contra Costa.1053,10/1/2017,25,45,81102
Contra Costa.1153,11/1/2017,12,35,81102
Contra Costa.1253,12/1/2017,23,62.5,81102
Del Norte.173,1/1/2017,8,34,81102
Del Norte.253,2/1/2017,8,32,81102
Del Norte.353,3/1/2017,12,35,81102
Del Norte.453,4/1/2017,13,40,81102
Del Norte.553,5/1/2017,21,35,81102
Del Norte.653,6/1/2017,24,31,81102
Del Norte.753,7/1/2017,27,36,81102
Del Norte.853,8/1/2017,33,48,81102
Del Norte.953,9/1/2017,33,41,81102
Del Norte.1053,10/1/2017,56,51,81102
Del Norte.1153,11/1/2017,14.5,38,81102
Del Norte.1253,12/1/2017,34,70.5,81102
El Dorado.173,1/1/2017,8,33,81102
El Dorado.253,2/1/2017,8,32,81102
El Dorado.353,3/1/2017,14,34.5,81102
El Dorado.453,4/1/2017,13,40,81102
El Dorado.553,5/1/2017,16.5,35,81102
El Dorado.653,6/1/2017,18,30,81102
El Dorado.753,7/1/2017,24,38,81102
El Dorado.853,8/1/2017,28,48,81102
El Dorado.953,9/1/2017,26.5,41,81102
El Dorado.1053,10/1/2017,29,47,81102
El Dorado.1153,11/1/2017,12,36,81102
El Dorado.1253,12/1/2017,23,66,81102
Fresno.173,1/1/2017,8,31,81102
Fresno.253,2/1/2017,8,32,81102
Fresno.353,3/1/2017,13,35,81102
Fresno.453,4/1/2017,13,40,81102
Fresno.553,5/1/2017,19,35,81102
Fresno.653,6/1/2017,20,30,81102
Fresno.753,7/1/2017,26,37,81102
Fresno.853,8/1/2017,31,47,81102
Fresno.953,9/1/2017,30,41,81102
Fresno.1053,10/1/2017,34,46,81102
Fresno.1153,11/1/2017,13,35,81102
Fresno.1253,12/1/2017,24,64,81102
Glenn.173,1/1/2017,7,34,81102
Glenn.253,2/1/2017,8,32,81102
Glenn.353,3/1/2017,12,35,81102
Glenn.453,4/1/2017,13,40,81102
Glenn.553,5/1/2017,21,36,81102
Glenn.653,6/1/2017,23,31,81102
Glenn.753,7/1/2017,27,37,81102
Glenn.853,8/1/2017,33,48.5,81102
Glenn.953,9/1/2017,32,40,81102
Glenn.1053,10/1/2017,52.5,51,81102
Glenn.1153,11/1/2017,14,39,81102
Glenn.1253,12/1/2017,26,71,81102
Humboldt.173,1/1/2017,7,34,81102
Humboldt.253,2/1/2017,8,32,81102
Humboldt.353,3/1/2017,12,35,81102
Humboldt.453,4/1/2017,13,40,81102
Humboldt.553,5/1/2017,21,35,81102
Humboldt.653,6/1/2017,23,31,81102
Humboldt.753,7/1/2017,27,36,81102
Humboldt.853,8/1/2017,33,48,81102
Humboldt.953,9/1/2017,32,41,81102
Humboldt.1053,10/1/2017,52.5,49,81102
Humboldt.1153,11/1/2017,14,35,81102
Humboldt.1253,12/1/2017,26,67,81102
Imperial.173,1/1/2017,7,34,81102
Imperial.253,2/1/2017,8,33,81102
Imperial.353,3/1/2017,12,35,81102
Imperial.453,4/1/2017,13,40,81102
Imperial.553,5/1/2017,21,35,81102
Imperial.653,6/1/2017,23,29,81102
Imperial.753,7/1/2017,27,36,81102
Imperial.853,8/1/2017,33,48,81102
Imperial.953,9/1/2017,32,41,81102
Imperial.1053,10/1/2017,52.5,51,81102
Imperial.1153,11/1/2017,14,38,81102
Imperial.1253,12/1/2017,26,70.5,81102
Inyo.173,1/1/2017,8,30,81102
Inyo.253,2/1/2017,8,32,81102
Inyo.353,3/1/2017,12,35,81102
Inyo.453,4/1/2017,13,40,81102
Inyo.553,5/1/2017,21,35,81102
Inyo.653,6/1/2017,23,31,81102
Inyo.753,7/1/2017,27,37,81102
Inyo.853,8/1/2017,33,47,81102
Inyo.953,9/1/2017,33,41,81102
Inyo.1053,10/1/2017,55,51,81102
Inyo.1153,11/1/2017,15,34,81102
Inyo.1253,12/1/2017,31,64,81102
Kern.173,1/1/2017,8,34,81102
Kern.253,2/1/2017,8,32,81102
Kern.353,3/1/2017,12,35,81102
Kern.453,4/1/2017,13,40,81102
Kern.553,5/1/2017,21,35,81102
Kern.653,6/1/2017,23,31,81102
Kern.753,7/1/2017,27,38,81102
Kern.853,8/1/2017,33,48,81102
Kern.953,9/1/2017,33,42,81102
Kern.1053,10/1/2017,55,51,81102
Kern.1153,11/1/2017,15,38,81102
Kern.1253,12/1/2017,31,69,81102
Kings.173,1/1/2017,8,32,81102
Kings.253,2/1/2017,8,32,81102
Kings.353,3/1/2017,13,34.5,81102
Kings.453,4/1/2017,13,40,81102
Kings.553,5/1/2017,19,35,81102
Kings.653,6/1/2017,21,30,81102
Kings.753,7/1/2017,26,37,81102
Kings.853,8/1/2017,33,47,81102
Kings.953,9/1/2017,31,41,81102
Kings.1053,10/1/2017,43,46,81102
Kings.1153,11/1/2017,14,35,81102
Kings.1253,12/1/2017,26,64,81102
Lake.173,1/1/2017,8,30.5,81102
Lake.253,2/1/2017,8,32,81102
Lake.353,3/1/2017,14,35,81102
Lake.453,4/1/2017,13,40,81102
Lake.553,5/1/2017,16.5,35,81102
Lake.653,6/1/2017,18,30,81102
Lake.753,7/1/2017,24,37,81102
Lake.853,8/1/2017,28,48,81102
Lake.953,9/1/2017,26.5,41,81102
Lake.1053,10/1/2017,29,47,81102
Lake.1153,11/1/2017,12,35,81102
Lake.1253,12/1/2017,23,64,81102
Lassen.173,1/1/2017,8,34,81102
Lassen.253,2/1/2017,8,32,81102
Lassen.353,3/1/2017,12,35,81102
Lassen.453,4/1/2017,13,40,81102
Lassen.553,5/1/2017,21,35,81102
Lassen.653,6/1/2017,23,31,81102
Lassen.753,7/1/2017,27,38,81102
Lassen.853,8/1/2017,33,48,81102
Lassen.953,9/1/2017,33,42,81102
Lassen.1053,10/1/2017,55,51,81102
Lassen.1153,11/1/2017,15,38,81102
Lassen.1253,12/1/2017,31,69,81102
Los Angeles.173,1/1/2017,8,30,81102
Los Angeles.253,2/1/2017,7,32,81102
Los Angeles.353,3/1/2017,13,35,81102
Los Angeles.453,4/1/2017,12,40,81102
Los Angeles.553,5/1/2017,15,35,81102
Los Angeles.653,6/1/2017,16,31,81102
Los Angeles.753,7/1/2017,22,37,81102
Los Angeles.853,8/1/2017,26,46,81102
Los Angeles.953,9/1/2017,24,41,81102
Los Angeles.1053,10/1/2017,22,44,81102
Los Angeles.1153,11/1/2017,12,35,81102
Los Angeles.1253,12/1/2017,23,62,81102
Madera.173,1/1/2017,8,31,81102
Madera.253,2/1/2017,8,32,81102
Madera.353,3/1/2017,13,34,81102
Madera.453,4/1/2017,13,40,81102
Madera.553,5/1/2017,19,35,81102
Madera.653,6/1/2017,20,30,81102
Madera.753,7/1/2017,26,37,81102
Madera.853,8/1/2017,31,47,81102
Madera.953,9/1/2017,30,41,81102
Madera.1053,10/1/2017,34,46,81102
Madera.1153,11/1/2017,13,34,81102
Madera.1253,12/1/2017,24,63,81102
Marin.173,1/1/2017,7,31,81102
Marin.253,2/1/2017,8,32,81102
Marin.353,3/1/2017,12,35,81102
Marin.453,4/1/2017,13,40,81102
Marin.553,5/1/2017,21,35,81102
Marin.653,6/1/2017,23,31,81102
Marin.753,7/1/2017,27,37,81102
Marin.853,8/1/2017,33,47,81102
Marin.953,9/1/2017,33,41,81102
Marin.1053,10/1/2017,52.5,48.5,81102
Marin.1153,11/1/2017,14,35,81102
Marin.1253,12/1/2017,26,64,81102
Mariposa.173,1/1/2017,8,31,81102
Mariposa.253,2/1/2017,8,32,81102
Mariposa.353,3/1/2017,13,35,81102
Mariposa.453,4/1/2017,13,40,81102
Mariposa.553,5/1/2017,19,35,81102
Mariposa.653,6/1/2017,20,31,81102
Mariposa.753,7/1/2017,26,37,81102
Mariposa.853,8/1/2017,31,47,81102
Mariposa.953,9/1/2017,30,41,81102
Mariposa.1053,10/1/2017,34,46,81102
Mariposa.1153,11/1/2017,13,34,81102
Mariposa.1253,12/1/2017,24,63,81102
Mendocino.173,1/1/2017,7,34,81102
Mendocino.253,2/1/2017,8,32,81102
Mendocino.353,3/1/2017,12,35,81102
Mendocino.453,4/1/2017,13,40,81102
Mendocino.553,5/1/2017,21,35,81102
Mendocino.653,6/1/2017,23,31,81102
Mendocino.753,7/1/2017,27,38,81102
Mendocino.853,8/1/2017,33,48,81102
Mendocino.953,9/1/2017,32,42,81102
Mendocino.1053,10/1/2017,52.5,51,81102
Mendocino.1153,11/1/2017,14,38,81102
Mendocino.1253,12/1/2017,26,69,81102
Merced.173,1/1/2017,7,32,81102
Merced.253,2/1/2017,8,32,81102
Merced.353,3/1/2017,12,35,81102
Merced.453,4/1/2017,13,40,81102
Merced.553,5/1/2017,21,35,81102
Merced.653,6/1/2017,23,30,81102
Merced.753,7/1/2017,27,37,81102
Merced.853,8/1/2017,33,47,81102
Merced.953,9/1/2017,33,41,81102
Merced.1053,10/1/2017,52.5,48.5,81102
Merced.1153,11/1/2017,14,35,81102
Merced.1253,12/1/2017,26,65,81102
Modoc.173,1/1/2017,8,33,81102
Modoc.253,2/1/2017,8,33,81102
Modoc.353,3/1/2017,12,35,81102
Modoc.453,4/1/2017,13,40,81102
Modoc.553,5/1/2017,21,35,81102
Modoc.653,6/1/2017,24,30,81102
Modoc.753,7/1/2017,27,36,81102
Modoc.853,8/1/2017,33,47,81102
Modoc.953,9/1/2017,33,41,81102
Modoc.1053,10/1/2017,56,51,81102
Modoc.1153,11/1/2017,14.5,35,81102
Modoc.1253,12/1/2017,34,66,81102
Mono.173,1/1/2017,7,32.5,81102
Mono.253,2/1/2017,8,32,81102
Mono.353,3/1/2017,12,35,81102
Mono.453,4/1/2017,13,40,81102
Mono.553,5/1/2017,21,35,81102
Mono.653,6/1/2017,23,31,81102
Mono.753,7/1/2017,27,37,81102
Mono.853,8/1/2017,33,48,81102
Mono.953,9/1/2017,32,41,81102
Mono.1053,10/1/2017,52.5,48.5,81102
Mono.1153,11/1/2017,14,35,81102
Mono.1253,12/1/2017,26,66,81102
Monterey.173,1/1/2017,7,31,81102
Monterey.253,2/1/2017,8,32,81102
Monterey.353,3/1/2017,12,35,81102
Monterey.453,4/1/2017,13,40,81102
Monterey.553,5/1/2017,21,35,81102
Monterey.653,6/1/2017,23,31,81102
Monterey.753,7/1/2017,27,37,81102
Monterey.853,8/1/2017,33,48,81102
Monterey.953,9/1/2017,33,42,81102
Monterey.1053,10/1/2017,52.5,49,81102
Monterey.1153,11/1/2017,14,36,81102
Monterey.1253,12/1/2017,26,66,81102
Napa.173,1/1/2017,8,30,81102
Napa.253,2/1/2017,7,32,81102
Napa.353,3/1/2017,13,35,81102
Napa.453,4/1/2017,12,40,81102
Napa.553,5/1/2017,15,35,81102
Napa.653,6/1/2017,16,31,81102
Napa.753,7/1/2017,22,37,81102
Napa.853,8/1/2017,26,47,81102
Napa.953,9/1/2017,24,41,81102
Napa.1053,10/1/2017,23,45,81102
Napa.1153,11/1/2017,12,34.5,81102
Napa.1253,12/1/2017,23,63,81102
Nevada.173,1/1/2017,8,32,81102
Nevada.253,2/1/2017,8,32,81102
Nevada.353,3/1/2017,13,35,81102
Nevada.453,4/1/2017,13,40,81102
Nevada.553,5/1/2017,19,35,81102
Nevada.653,6/1/2017,21,31,81102
Nevada.753,7/1/2017,26,37,81102
Nevada.853,8/1/2017,33,47,81102
Nevada.953,9/1/2017,31,41,81102
Nevada.1053,10/1/2017,43,46,81102
Nevada.1153,11/1/2017,14,35,81102
Nevada.1253,12/1/2017,26,64,81102
Orange.173,1/1/2017,8,30,81102
Orange.253,2/1/2017,7,33,81102
Orange.353,3/1/2017,13,36,81102
Orange.453,4/1/2017,12,40,81102
Orange.553,5/1/2017,16,36,81102
Orange.653,6/1/2017,17,32,81102
Orange.753,7/1/2017,23,38,81102
Orange.853,8/1/2017,26,46,81102
Orange.953,9/1/2017,25,41,81102
Orange.1053,10/1/2017,27,44,81102
Orange.1153,11/1/2017,13,35,81102
Orange.1253,12/1/2017,24,62,81102
Placer.173,1/1/2017,8,32,81102
Placer.253,2/1/2017,7,32,81102
Placer.353,3/1/2017,13,35,81102
Placer.453,4/1/2017,13,40,81102
Placer.553,5/1/2017,17,35,81102
Placer.653,6/1/2017,18,30.5,81102
Placer.753,7/1/2017,24,38,81102
Placer.853,8/1/2017,28,47.5,81102
Placer.953,9/1/2017,26,42,81102
Placer.1053,10/1/2017,30,47,81102
Placer.1153,11/1/2017,13,35,81102
Placer.1253,12/1/2017,24,65,81102
Plumas.173,1/1/2017,7,34,81102
Plumas.253,2/1/2017,8,33,81102
Plumas.353,3/1/2017,12,35,81102
Plumas.453,4/1/2017,13,40,81102
Plumas.553,5/1/2017,21,35,81102
Plumas.653,6/1/2017,23,29.5,81102
Plumas.753,7/1/2017,27,36,81102
Plumas.853,8/1/2017,33,48,81102
Plumas.953,9/1/2017,32,41,81102
Plumas.1053,10/1/2017,52.5,51,81102
Plumas.1153,11/1/2017,14,38,81102
Plumas.1253,12/1/2017,26,70.5,81102
Riverside.173,1/1/2017,8,30,81102
Riverside.253,2/1/2017,7,33,81102
Riverside.353,3/1/2017,13,35,81102
Riverside.453,4/1/2017,12,40,81102
Riverside.553,5/1/2017,16,36,81102
Riverside.653,6/1/2017,17,31,81102
Riverside.753,7/1/2017,22,37,81102
Riverside.853,8/1/2017,26,46,81102
Riverside.953,9/1/2017,25,41,81102
Riverside.1053,10/1/2017,26,44,81102
Riverside.1153,11/1/2017,13,35,81102
Riverside.1253,12/1/2017,24,62,81102
Sacramento.173,1/1/2017,8,31,81102
Sacramento.253,2/1/2017,7,32,81102
Sacramento.353,3/1/2017,13,35,81102
Sacramento.453,4/1/2017,12,40,81102
Sacramento.553,5/1/2017,17,35,81102
Sacramento.653,6/1/2017,18,31,81102
Sacramento.753,7/1/2017,24,37,81102
Sacramento.853,8/1/2017,28,47,81102
Sacramento.953,9/1/2017,26,41,81102
Sacramento.1053,10/1/2017,30,45,81102
Sacramento.1153,11/1/2017,13,35,81102
Sacramento.1253,12/1/2017,24,63,81102
San Benito.173,1/1/2017,7,32,81102
San Benito.253,2/1/2017,8,32,81102
San Benito.353,3/1/2017,12,35,81102
San Benito.453,4/1/2017,13,40,81102
San Benito.553,5/1/2017,21,35,81102
San Benito.653,6/1/2017,23,30,81102
San Benito.753,7/1/2017,27,37,81102
San Benito.853,8/1/2017,33,48,81102
San Benito.953,9/1/2017,32,41,81102
San Benito.1053,10/1/2017,52.5,48.5,81102
San Benito.1153,11/1/2017,14,35,81102
San Benito.1253,12/1/2017,26,65,81102
San Bernardino.173,1/1/2017,8,30,81102
San Bernardino.253,2/1/2017,7,33,81102
San Bernardino.353,3/1/2017,13,36,81102
San Bernardino.453,4/1/2017,12,40,81102
San Bernardino.553,5/1/2017,16,36,81102
San Bernardino.653,6/1/2017,17,32,81102
San Bernardino.753,7/1/2017,22,37,81102
San Bernardino.853,8/1/2017,26,46,81102
San Bernardino.953,9/1/2017,25,41,81102
San Bernardino.1053,10/1/2017,26,44,81102
San Bernardino.1153,11/1/2017,13,35,81102
San Bernardino.1253,12/1/2017,24,62,81102
San Diego.173,1/1/2017,7,33,81102
San Diego.253,2/1/2017,8,32,81102
San Diego.353,3/1/2017,12,35,81102
San Diego.453,4/1/2017,13,40,81102
San Diego.553,5/1/2017,21,36,81102
San Diego.653,6/1/2017,23,31,81102
San Diego.753,7/1/2017,27,37,81102
San Diego.853,8/1/2017,33,48,81102
San Diego.953,9/1/2017,32,41,81102
San Diego.1053,10/1/2017,52.5,48.5,81102
San Diego.1153,11/1/2017,14,38,81102
San Diego.1253,12/1/2017,26,67,81102
San Francisco.173,1/1/2017,8,31,81102
San Francisco.253,2/1/2017,8,32,81102
San Francisco.353,3/1/2017,14,34,81102
San Francisco.453,4/1/2017,13,40,81102
San Francisco.553,5/1/2017,16.5,35,81102
San Francisco.653,6/1/2017,18,30,81102
San Francisco.753,7/1/2017,24,37,81102
San Francisco.853,8/1/2017,28,47,81102
San Francisco.953,9/1/2017,26.5,41,81102
San Francisco.1053,10/1/2017,29,46,81102
San Francisco.1153,11/1/2017,12,34,81102
San Francisco.1253,12/1/2017,23,64,81102
San Joaquin.173,1/1/2017,8,30,81102
San Joaquin.253,2/1/2017,7,33,81102
San Joaquin.353,3/1/2017,14,36,81102
San Joaquin.453,4/1/2017,12,40,81102
San Joaquin.553,5/1/2017,16,36,81102
San Joaquin.653,6/1/2017,17,32,81102
San Joaquin.753,7/1/2017,23,37,81102
San Joaquin.853,8/1/2017,26,47,81102
San Joaquin.953,9/1/2017,25,41,81102
San Joaquin.1053,10/1/2017,25,45,81102
San Joaquin.1153,11/1/2017,12,35,81102
San Joaquin.1253,12/1/2017,23,62,81102
San Luis Obispo.173,1/1/2017,8,34,81102
San Luis Obispo.253,2/1/2017,8,32,81102
San Luis Obispo.353,3/1/2017,12,35,81102
San Luis Obispo.453,4/1/2017,13,40,81102
San Luis Obispo.553,5/1/2017,21,35,81102
San Luis Obispo.653,6/1/2017,23,31,81102
San Luis Obispo.753,7/1/2017,27,36,81102
San Luis Obispo.853,8/1/2017,33,48,81102
San Luis Obispo.953,9/1/2017,33,41,81102
San Luis Obispo.1053,10/1/2017,55,51,81102
San Luis Obispo.1153,11/1/2017,15,38,81102
San Luis Obispo.1253,12/1/2017,31,70.5,81102
San Mateo.173,1/1/2017,8,33,81102
San Mateo.253,2/1/2017,8,32,81102
San Mateo.353,3/1/2017,12,35,81102
San Mateo.453,4/1/2017,13,40,81102
San Mateo.553,5/1/2017,21,35,81102
San Mateo.653,6/1/2017,23,31,81102
San Mateo.753,7/1/2017,27,38,81102
San Mateo.853,8/1/2017,33,48,81102
San Mateo.953,9/1/2017,33,41,81102
San Mateo.1053,10/1/2017,55,51,81102
San Mateo.1153,11/1/2017,15,35,81102
San Mateo.1253,12/1/2017,31,65,81102
Santa Barbara.173,1/1/2017,7,33,81102
Santa Barbara.253,2/1/2017,8,32,81102
Santa Barbara.353,3/1/2017,12,35,81102
Santa Barbara.453,4/1/2017,13,40,81102
Santa Barbara.553,5/1/2017,21,35,81102
Santa Barbara.653,6/1/2017,23,30,81102
Santa Barbara.753,7/1/2017,27,37,81102
Santa Barbara.853,8/1/2017,33,48,81102
Santa Barbara.953,9/1/2017,33,41,81102
Santa Barbara.1053,10/1/2017,52.5,48.5,81102
Santa Barbara.1153,11/1/2017,14,38,81102
Santa Barbara.1253,12/1/2017,26,67,81102
Santa Clara.173,1/1/2017,7,31,81102
Santa Clara.253,2/1/2017,8,32,81102
Santa Clara.353,3/1/2017,12,35,81102
Santa Clara.453,4/1/2017,13,40,81102
Santa Clara.553,5/1/2017,21,35,81102
Santa Clara.653,6/1/2017,23,30,81102
Santa Clara.753,7/1/2017,27,37,81102
Santa Clara.853,8/1/2017,33,47,81102
Santa Clara.953,9/1/2017,33,41,81102
Santa Clara.1053,10/1/2017,52.5,48.5,81102
Santa Clara.1153,11/1/2017,14,35,81102
Santa Clara.1253,12/1/2017,26,63,81102
Santa Cruz.173,1/1/2017,8,32,81102
Santa Cruz.253,2/1/2017,8,32,81102
Santa Cruz.353,3/1/2017,14,35,81102
Santa Cruz.453,4/1/2017,13,40,81102
Santa Cruz.553,5/1/2017,18,35,81102
Santa Cruz.653,6/1/2017,19,30,81102
Santa Cruz.753,7/1/2017,25,37,81102
Santa Cruz.853,8/1/2017,29,47,81102
Santa Cruz.953,9/1/2017,29,41,81102
Santa Cruz.1053,10/1/2017,30,46,81102
Santa Cruz.1153,11/1/2017,13,35,81102
Santa Cruz.1253,12/1/2017,24,64,81102
Shasta.173,1/1/2017,8,34,81102
Shasta.253,2/1/2017,8,33,81102
Shasta.353,3/1/2017,12,35,81102
Shasta.453,4/1/2017,13,40,81102
Shasta.553,5/1/2017,21,35,81102
Shasta.653,6/1/2017,24,30,81102
Shasta.753,7/1/2017,27,37,81102
Shasta.853,8/1/2017,33,48.5,81102
Shasta.953,9/1/2017,33,40,81102
Shasta.1053,10/1/2017,56,51,81102
Shasta.1153,11/1/2017,14.5,39,81102
Shasta.1253,12/1/2017,34,71,81102
Sierra.173,1/1/2017,8,34,81102
Sierra.253,2/1/2017,8,32,81102
Sierra.353,3/1/2017,12,35,81102
Sierra.453,4/1/2017,13,40,81102
Sierra.553,5/1/2017,21,35,81102
Sierra.653,6/1/2017,23,31,81102
Sierra.753,7/1/2017,27,38,81102
Sierra.853,8/1/2017,33,48,81102
Sierra.953,9/1/2017,33,42,81102
Sierra.1053,10/1/2017,55,51,81102
Sierra.1153,11/1/2017,15,38,81102
Sierra.1253,12/1/2017,31,69,81102
Siskiyou.173,1/1/2017,7,33,81102
Siskiyou.253,2/1/2017,8,32,81102
Siskiyou.353,3/1/2017,12,35,81102
Siskiyou.453,4/1/2017,13,40,81102
Siskiyou.553,5/1/2017,21,35,81102
Siskiyou.653,6/1/2017,23,31,81102
Siskiyou.753,7/1/2017,27,37,81102
Siskiyou.853,8/1/2017,33,48,81102
Siskiyou.953,9/1/2017,32,41,81102
Siskiyou.1053,10/1/2017,52.5,48.5,81102
Siskiyou.1153,11/1/2017,14,38,81102
Siskiyou.1253,12/1/2017,26,67,81102
Solano.173,1/1/2017,8,30,81102
Solano.253,2/1/2017,7,32,81102
Solano.353,3/1/2017,14,35,81102
Solano.453,4/1/2017,12,40,81102
Solano.553,5/1/2017,15,35,81102
Solano.653,6/1/2017,16,31,81102
Solano.753,7/1/2017,22,37,81102
Solano.853,8/1/2017,26,47,81102
Solano.953,9/1/2017,23,41,81102
Solano.1053,10/1/2017,21,45,81102
Solano.1153,11/1/2017,11,34.5,81102
Solano.1253,12/1/2017,23,63,81102
Sonoma.173,1/1/2017,8,33,81102
Sonoma.253,2/1/2017,8,32,81102
Sonoma.353,3/1/2017,14,35,81102
Sonoma.453,4/1/2017,13,40,81102
Sonoma.553,5/1/2017,18,35,81102
Sonoma.653,6/1/2017,19,30,81102
Sonoma.753,7/1/2017,25,38,81102
Sonoma.853,8/1/2017,29,48,81102
Sonoma.953,9/1/2017,29,41,81102
Sonoma.1053,10/1/2017,30,47,81102
Sonoma.1153,11/1/2017,13,36,81102
Sonoma.1253,12/1/2017,24,66,81102
Stanislaus.173,1/1/2017,8,32,81102
Stanislaus.253,2/1/2017,8,32,81102
Stanislaus.353,3/1/2017,12,35,81102
Stanislaus.453,4/1/2017,13,40,81102
Stanislaus.553,5/1/2017,21,35,81102
Stanislaus.653,6/1/2017,23,30,81102
Stanislaus.753,7/1/2017,27,37,81102
Stanislaus.853,8/1/2017,33,47,81102
Stanislaus.953,9/1/2017,33,41,81102
Stanislaus.1053,10/1/2017,55,51,81102
